3.190868,4.948267,5.264025,5.411937,5.786484,5.561447,5.537691,5.131284,5.915750,5.769752,5.650723,4.081925,4.799394,5.558109,5.212478,5.449027,5.024841,5.411666,5.859021,3.177681,5.584664,5.130856,5.190605
3.039775,4.681767,4.964326,5.084923,5.461603,5.263376,5.244230,4.845363,5.677060,5.539938,5.431300,3.897490,4.549747,5.243299,4.831133,5.121474,4.800462,5.123285,5.537955,3.026898,5.269866,4.910030,4.785333
2.649440,4.026160,4.264566,4.376227,4.641125,4.526937,4.513435,4.264566,4.711346,4.621356,4.503633,3.375145,3.888962,4.598000,4.256199,4.406582,4.218461,4.371204,4.712537,2.638544,4.642177,4.368913,4.223377
2.040843,3.172452,3.372684,3.456340,3.688559,3.546290,3.530973,3.283779,3.737283,3.644747,3.564555,2.575614,3.061862,3.604061,3.357158,3.474657,3.189261,3.448279,3.775176,2.031971,3.635223,3.189644,3.358903
1.692123,2.554484,2.742711,2.828772,3.072210,2.950933,2.940657,2.693308,3.204001,3.115062,3.057633,2.127296,2.489627,2.779142,2.724849,2.867517,2.625372,2.854718,3.076181,1.684604,2.779142,2.625372,2.724849
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
3.400942,5.202914,5.598811,5.783023,6.355977,6.058472,6.047501,5.423743,6.944253,6.721438,6.627874,4.361475,5.133377,5.598462,5.473569,5.975618,5.326590,5.990308,6.545887,3.361954,5.584402,5.326590,5.460798
3.571124,5.569167,6.066445,6.311030,6.872372,6.510583,6.486991,5.838651,7.208427,6.960618,6.854337,4.550069,5.464552,5.960973,6.164414,6.442315,5.531471,6.407165,6.991066,3.532633,5.911539,5.385890,6.214273
3.779313,5.841075,6.298949,6.506157,7.092236,6.751013,6.728917,6.076900,7.504621,7.265541,7.153452,4.814427,5.722420,6.304605,6.248594,6.630194,5.864893,6.622567,7.209342,3.741788,6.283349,5.834845,6.243825
4.091245,6.335278,6.827464,7.037358,7.709952,7.315771,7.288221,6.543872,8.247780,7.980108,7.866563,5.235378,6.221654,6.812787,6.636561,7.189266,6.353595,7.197344,7.863086,4.073782,6.795133,6.360277,6.601225
4.602564,7.126028,7.672941,7.915693,8.591307,8.166182,8.129626,7.367780,8.987187,8.710878,8.571961,5.861104,6.957951,7.675995,7.587124,8.005949,7.121058,7.989434,8.676195,4.583215,7.661350,7.060045,7.602361
5.079351,7.795293,8.380303,8.620187,9.336483,8.932910,8.896815,8.123618,9.744590,9.468930,9.304526,6.482247,7.597992,8.439756,8.257277,8.688765,7.919332,8.676814,9.360510,5.058351,8.437558,7.912300,8.257631
4.667038,7.100836,7.613016,7.848293,8.484303,8.160500,8.135930,7.461228,8.859802,8.617921,8.461511,5.943336,6.924608,7.718624,7.570437,7.936915,7.284904,7.913843,8.507981,4.630065,7.715966,7.320108,7.560821
4.639336,7.101799,7.620644,7.862776,8.486835,8.144208,8.116101,7.438288,8.809785,8.563954,8.408428,5.900377,6.920799,7.734864,7.609295,7.931623,7.222807,7.904644,8.515381,4.602352,7.733475,7.205785,7.621093
4.648273,7.093612,7.604737,7.838519,8.470537,8.137191,8.110263,7.434282,8.823852,8.581041,8.425686,5.915089,6.915788,7.728802,7.564114,7.913658,7.245756,7.894692,8.498966,4.610725,7.729244,7.239587,7.567792
4.222568,6.432720,6.886283,7.105992,7.651721,7.380890,7.361813,6.783122,7.940790,7.730191,7.582618,5.376817,6.273238,7.048382,6.944183,7.209951,6.601151,7.165114,7.697275,4.204954,7.048798,6.595675,6.962581
4.094227,6.244372,6.685163,6.890324,7.435005,7.157478,7.132192,6.553938,7.729654,7.523823,7.384032,5.212946,6.087818,6.847673,6.651700,6.955249,6.396448,6.933909,7.464303,4.077257,6.853019,6.408041,6.647588
4.057690,6.187184,6.631409,6.838825,7.384131,7.104480,7.079211,6.501652,7.676122,7.470253,7.331905,5.168074,6.031816,6.753544,6.615781,6.906922,6.341517,6.883801,7.401765,4.040807,6.754484,6.346982,6.615781
3.859090,5.875748,6.275261,6.465050,6.932360,6.710606,6.688887,6.199090,7.169918,6.994697,6.852021,4.937896,5.716701,6.493912,6.273160,6.515194,6.083726,6.488722,6.950368,3.842988,6.504806,6.131534,6.262877
3.682730,5.682690,6.079310,6.263111,6.721874,6.475389,6.451592,5.962775,6.901299,6.719186,6.584487,4.706316,5.522504,6.285679,6.102398,6.328221,5.781503,6.282105,6.757953,3.666918,6.292900,5.851099,6.092067
3.531250,5.483729,5.885878,6.076659,6.519652,6.248594,6.220948,5.730265,6.659147,6.477048,6.349905,4.510729,5.324435,6.029226,5.927623,6.111313,5.531647,6.065238,6.536855,3.516285,6.030440,5.510997,5.948181
3.325300,5.131570,5.497336,5.686384,6.058875,5.820139,5.793568,5.384711,6.132410,5.980641,5.851516,4.252527,4.970912,5.685869,5.557494,5.717854,5.239247,5.645795,6.069986,3.311173,5.695736,5.341831,5.569167
3.190868,4.948267,5.264025,5.411937,5.786484,5.561447,5.537691,5.131284,5.915750,5.769752,5.650723,4.081925,4.799394,5.558109,5.212478,5.449027,5.024841,5.411666,5.859021,3.177681,5.584664,5.130856,5.190605
3.039775,4.681767,4.964326,5.084923,5.461603,5.263376,5.244230,4.845363,5.677060,5.539938,5.431300,3.897490,4.549747,5.243299,4.831133,5.121474,4.800462,5.123285,5.537955,3.026898,5.269866,4.910030,4.785333
2.649440,4.026160,4.264566,4.376227,4.641125,4.526937,4.513435,4.264566,4.711346,4.621356,4.503633,3.375145,3.888962,4.598000,4.256199,4.406582,4.218461,4.371204,4.712537,2.638544,4.642177,4.368913,4.223377
2.040843,3.172452,3.372684,3.456340,3.688559,3.546290,3.530973,3.283779,3.737283,3.644747,3.564555,2.575614,3.061862,3.604061,3.357158,3.474657,3.189261,3.448279,3.775176,2.031971,3.635223,3.189644,3.358903
1.692123,2.554484,2.742711,2.828772,3.072210,2.950933,2.940657,2.693308,3.204001,3.115062,3.057633,2.127296,2.489627,2.779142,2.724849,2.867517,2.625372,2.854718,3.076181,1.684604,2.779142,2.625372,2.724849
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
3.400942,5.202914,5.598811,5.783023,6.355977,6.058472,6.047501,5.423743,6.944253,6.721438,6.627874,4.361475,5.133377,5.598462,5.473569,5.975618,5.326590,5.990308,6.545887,3.361954,5.584402,5.326590,5.460798
3.571124,5.569167,6.066445,6.311030,6.872372,6.510583,6.486991,5.838651,7.208427,6.960618,6.854337,4.550069,5.464552,5.960973,6.164414,6.442315,5.531471,6.407165,6.991066,3.532633,5.911539,5.385890,6.214273
3.779313,5.841075,6.298949,6.506157,7.092236,6.751013,6.728917,6.076900,7.504621,7.265541,7.153452,4.814427,5.722420,6.304605,6.248594,6.630194,5.864893,6.622567,7.209342,3.741788,6.283349,5.834845,6.243903
4.091245,6.335278,6.827464,7.037358,7.709952,7.315771,7.288221,6.543872,8.247780,7.980108,7.866563,5.235378,6.221654,6.812787,6.636561,7.189266,6.353595,7.197344,7.863086,4.073782,6.795133,6.360277,6.601225
4.602564,7.126028,7.672941,7.915693,8.591307,8.166182,8.129626,7.367780,8.987187,8.710878,8.571961,5.861104,6.957951,7.675995,7.587124,8.005949,7.121058,7.989434,8.676195,4.583215,7.661350,7.060045,7.602361
5.079351,7.795293,8.380303,8.620187,9.336483,8.932910,8.896870,8.123618,9.744590,9.468930,9.304526,6.482247,7.597992,8.439756,8.257277,8.688765,7.919332,8.676814,9.360510,5.058351,8.437558,7.912300,8.257631
4.667038,7.100836,7.613016,7.848293,8.484303,8.160500,8.135930,7.461228,8.859802,8.617921,8.461511,5.943336,6.924608,7.718624,7.570437,7.936915,7.284904,7.913843,8.507981,4.630065,7.715966,7.320108,7.560821
4.639336,7.101799,7.620644,7.862776,8.486835,8.144208,8.116101,7.438288,8.809785,8.563954,8.408428,5.900377,6.920799,7.734864,7.609295,7.931623,7.222807,7.904644,8.515381,4.602245,7.733475,7.205785,7.621093
4.648273,7.093612,7.604737,7.838519,8.470537,8.137191,8.110263,7.434282,8.823852,8.581041,8.425686,5.915089,6.915788,7.728802,7.564114,7.913658,7.245756,7.894692,8.498966,4.610725,7.729244,7.239587,7.567792
4.222568,6.432720,6.886283,7.105992,7.651721,7.380890,7.361813,6.783122,7.940790,7.730191,7.582618,5.376817,6.273238,7.048382,6.944183,7.209951,6.601151,7.165114,7.697275,4.204954,7.048798,6.595675,6.962581
4.094227,6.244372,6.685163,6.890324,7.435005,7.157478,7.132192,6.553938,7.729654,7.523823,7.384032,5.212946,6.087818,6.847673,6.651700,6.955249,6.396448,6.933909,7.464303,4.077257,6.853019,6.408041,6.647588
4.057690,6.187184,6.631409,6.838825,7.384131,7.104480,7.079211,6.501652,7.676122,7.470253,7.331905,5.168074,6.031816,6.753544,6.615781,6.906922,6.341517,6.883801,7.401765,4.040807,6.754484,6.346982,6.615781
3.859090,5.875748,6.275261,6.465050,6.932360,6.710606,6.688887,6.199090,7.169918,6.994697,6.852021,4.937896,5.716701,6.493912,6.273160,6.515194,6.083726,6.488722,6.950368,3.842988,6.504806,6.131534,6.262877
3.682730,5.682690,6.079310,6.263111,6.721874,6.475389,6.451592,5.962775,6.901299,6.719186,6.584487,4.706316,5.522504,6.285679,6.102398,6.328221,5.781503,6.282105,6.757953,3.666918,6.292900,5.851099,6.092067
3.531250,5.483729,5.885878,6.076659,6.519652,6.248594,6.220948,5.730265,6.659147,6.477048,6.349905,4.510729,5.324435,6.029226,5.927623,6.111313,5.531647,6.065238,6.536855,3.516285,6.030440,5.510997,5.948181
3.325300,5.131570,5.497336,5.686384,6.058875,5.820139,5.793568,5.384711,6.132410,5.980600,5.851516,4.252527,4.970912,5.685869,5.557494,5.717854,5.239247,5.645795,6.069986,3.311173,5.695736,5.341831,5.569167
3.190868,4.948267,5.264025,5.411937,5.786484,5.561447,5.537691,5.131284,5.915750,5.769752,5.650636,4.081925,4.799394,5.558109,5.212478,5.449027,5.024841,5.411666,5.859021,3.177681,5.584664,5.130856,5.190605
3.039775,4.681767,4.964326,5.084923,5.461603,5.263376,5.244230,4.845363,5.677060,5.539938,5.431300,3.897490,4.549747,5.243299,4.831133,5.121474,4.800462,5.123285,5.537955,3.026898,5.269866,4.910030,4.785333
2.649440,4.026160,4.264566,4.376227,4.641125,4.526937,4.513435,4.264566,4.711346,4.621356,4.503633,3.375145,3.888962,4.598000,4.256199,4.406582,4.218461,4.371204,4.712537,2.638544,4.642177,4.368913,4.223377
2.040843,3.172452,3.372684,3.456340,3.688559,3.546290,3.530973,3.283779,3.737283,3.644747,3.564555,2.575614,3.061862,3.604061,3.357158,3.474657,3.189261,3.448279,3.775176,2.031971,3.635223,3.189644,3.358903
1.692123,2.554484,2.742711,2.828772,3.072210,2.950933,2.940657,2.693308,3.204001,3.115062,3.057633,2.127296,2.489627,2.779142,2.724849,2.867517,2.625372,2.854718,3.076181,1.684604,2.779142,2.625372,2.724849
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
3.400942,5.202914,5.598811,5.783023,6.355977,6.058472,6.047501,5.423743,6.944253,6.721438,6.627874,4.361475,5.133377,5.598462,5.473569,5.975618,5.326590,5.990308,6.545887,3.361954,5.584402,5.326590,5.460798
3.571124,5.569167,6.066445,6.311030,6.872372,6.510583,6.486991,5.838651,7.208427,6.960618,6.854337,4.550069,5.464552,5.960973,6.164414,6.442315,5.531471,6.407165,6.991066,3.532633,5.911539,5.385890,6.214273
3.779313,5.841075,6.298949,6.506157,7.092236,6.751013,6.728917,6.076900,7.504621,7.265541,7.153452,4.814427,5.722420,6.304605,6.248594,6.630194,5.864893,6.622567,7.209342,3.741788,6.283349,5.834845,6.243903
4.091245,6.335278,6.827464,7.037358,7.709952,7.315771,7.288221,6.543872,8.247780,7.980108,7.866563,5.235378,6.221654,6.812787,6.636561,7.189266,6.353595,7.197344,7.863086,4.073782,6.795133,6.360277,6.601225
4.602564,7.126028,7.672941,7.915693,8.591307,8.166182,8.129626,7.367780,8.987187,8.710878,8.571961,5.861104,6.957951,7.675995,7.587124,8.005949,7.121058,7.989434,8.676195,4.583215,7.661350,7.060045,7.602361
5.079351,7.795293,8.380303,8.620187,9.336483,8.932910,8.896870,8.123618,9.744590,9.468930,9.304526,6.482247,7.597992,8.439756,8.257277,8.688765,7.919332,8.676814,9.360510,5.058351,8.437558,7.912300,8.257631
4.667038,7.100836,7.613016,7.848293,8.484303,8.160500,8.135930,7.461228,8.859802,8.617921,8.461511,5.943336,6.924608,7.718624,7.570437,7.936915,7.284904,7.913843,8.507981,4.630065,7.715966,7.320108,7.560821
4.639336,7.101799,7.620644,7.862776,8.486835,8.144208,8.116101,7.438288,8.809785,8.563954,8.408428,5.900377,6.920799,7.734864,7.609295,7.931623,7.222807,7.904644,8.515381,4.602352,7.733475,7.205785,7.621093
4.648273,7.093612,7.604737,7.838519,8.470537,8.137191,8.110263,7.434282,8.823852,8.581041,8.425686,5.915089,6.915788,7.728802,7.564114,7.913658,7.245756,7.894692,8.498966,4.610725,7.729244,7.239553,7.567792
4.222568,6.432720,6.886283,7.105992,7.651721,7.380890,7.361813,6.783122,7.940790,7.730191,7.582618,5.376817,6.273238,7.048382,6.944183,7.209918,6.601151,7.165114,7.697275,4.204954,7.048798,6.595675,6.962581
4.094227,6.244372,6.685163,6.890324,7.435005,7.157478,7.132192,6.553938,7.729654,7.523823,7.384032,5.212946,6.087818,6.847673,6.651700,6.955249,6.396448,6.933909,7.464303,4.077257,6.853019,6.408041,6.647588
4.057690,6.187184,6.631409,6.838825,7.384131,7.104480,7.079211,6.501652,7.676122,7.470253,7.331905,5.168074,6.031816,6.753544,6.615781,6.906922,6.341517,6.883801,7.401765,4.040807,6.754484,6.346905,6.615781
3.859090,5.875748,6.275261,6.465050,6.932360,6.710606,6.688887,6.199090,7.169918,6.994697,6.852021,4.937896,5.716701,6.493912,6.273160,6.515194,6.083726,6.488722,6.950368,3.842988,6.504806,6.131534,6.262877
3.682730,5.682690,6.079310,6.263111,6.721874,6.475389,6.451592,5.962775,6.901299,6.719186,6.584487,4.706316,5.522504,6.285679,6.102398,6.328221,5.781503,6.282105,6.757953,3.666918,6.292900,5.851099,6.092067
3.531250,5.483729,5.885878,6.076659,6.519652,6.248594,6.220948,5.730265,6.659147,6.477048,6.349905,4.510729,5.324435,6.029226,5.927623,6.111313,5.531647,6.065238,6.536855,3.516285,6.030440,5.510997,5.948181
3.325300,5.131570,5.497336,5.686384,6.058875,5.820139,5.793568,5.384711,6.132410,5.980600,5.851516,4.252527,4.970912,5.685869,5.557494,5.717854,5.239247,5.645795,6.069986,3.311173,5.695736,5.341831,5.569167
3.190868,4.948267,5.264025,5.411937,5.786484,5.561447,5.537691,5.131284,5.915750,5.769752,5.650723,4.081925,4.799394,5.558109,5.212478,5.449027,5.024841,5.411666,5.859021,3.177681,5.584664,5.130856,5.190605
3.039775,4.681767,4.964326,5.084923,5.461603,5.263376,5.244230,4.845363,5.677060,5.539938,5.431300,3.897490,4.549747,5.243299,4.831133,5.121474,4.800462,5.123285,5.537955,3.026898,5.269866,4.910030,4.785333
2.649440,4.026160,4.264566,4.376227,4.641125,4.526937,4.513435,4.264566,4.711346,4.621356,4.503633,3.375145,3.888962,4.598000,4.256199,4.406582,4.218461,4.371204,4.712537,2.638544,4.642177,4.368913,4.223377
2.040843,3.172452,3.372684,3.456340,3.688559,3.546290,3.530973,3.283779,3.737283,3.644747,3.564555,2.575614,3.061862,3.604061,3.357158,3.474657,3.189261,3.448279,3.775176,2.031971,3.635223,3.189644,3.358903
1.692123,2.554484,2.742711,2.828772,3.072210,2.950933,2.940657,2.693308,3.204001,3.115062,3.057633,2.127296,2.489627,2.779142,2.724849,2.867517,2.625372,2.854718,3.076022,1.684604,2.779142,2.625372,2.724849
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
1.261277,1.950561,2.091883,2.156703,2.315454,2.223586,2.215226,2.029326,2.417991,2.351550,2.308379,1.630100,1.901120,2.118787,2.076891,2.169907,1.986035,2.175862,2.343750,1.256234,2.118787,1.986035,2.076891
3.400942,5.202914,5.598811,5.783023,6.355977,6.058472,6.047501,5.423743,6.944253,6.721438,6.627874,4.361475,5.133377,5.598462,5.473569,5.975618,5.326590,5.990308,6.545887,3.361954,5.584402,5.326590,5.460798
3.571124,5.569167,6.066445,6.311030,6.872372,6.510583,6.486991,5.838651,7.208427,6.960618,6.854337,4.550069,5.464552,5.960973,6.164414,6.442315,5.531471,6.407165,6.991066,3.532633,5.911539,5.385890,6.214273
3.779313,5.841075,6.298949,6.506157,7.092236,6.751013,6.728917,6.076900,7.504621,7.265541,7.153452,4.814427,5.722420,6.304605,6.248594,6.630194,5.864893,6.622567,7.209342,3.741788,6.283349,5.834845,6.243825
4.091245,6.335278,6.827464,7.037358,7.709952,7.315771,7.288221,6.543872,8.247780,7.980108,7.866563,5.235378,6.221654,6.812787,6.636561,7.189266,6.353595,7.197344,7.862962,4.073782,6.795133,6.360277,6.601225
4.602564,7.126028,7.672941,7.915693,8.591307,8.166182,8.129626,7.367780,8.987187,8.710878,8.571961,5.861104,6.957951,7.675995,7.587124,8.005949,7.121058,7.989434,8.676195,4.583215,7.661350,7.060045,7.602361
5.079351,7.795293,8.380303,8.620187,9.336483,8.932910,8.896870,8.123618,9.744590,9.468930,9.304526,6.482247,7.597992,8.439756,8.257277,8.688765,7.919332,8.676814,9.360510,5.058351,8.437558,7.912300,8.257631
4.667038,7.100836,7.613016,7.848293,8.484303,8.160500,8.135930,7.461228,8.859802,8.617921,8.461511,5.943336,6.924608,7.718624,7.570437,7.936915,7.284904,7.913843,8.507981,4.630065,7.715966,7.320108,7.560821
4.639336,7.101799,7.620644,7.862776,8.486835,8.144208,8.116101,7.438288,8.809785,8.563954,8.408428,5.900377,6.920799,7.734864,7.609295,7.931623,7.222807,7.904644,8.515381,4.602352,7.733475,7.205785,7.621093
4.648273,7.093612,7.604737,7.838519,8.470537,8.137191,8.110263,7.434282,8.823852,8.581041,8.425686,5.915089,6.915788,7.728802,7.564114,7.913658,7.245756,7.894692,8.498966,4.610725,7.729244,7.239587,7.567792
4.222568,6.432720,6.886283,7.105992,7.651721,7.380890,7.361813,6.783122,7.940790,7.730191,7.582618,5.376817,6.273238,7.048382,6.944183,7.209918,6.601151,7.165114,7.697275,4.204954,7.048798,6.595675,6.962581
4.094227,6.244372,6.685163,6.890324,7.435005,7.157478,7.132192,6.553938,7.729654,7.523823,7.384032,5.212946,6.087818,6.847673,6.651700,6.955249,6.396448,6.933909,7.464303,4.077257,6.853019,6.408041,6.647588
4.057690,6.187184,6.631409,6.838825,7.384131,7.104480,7.079211,6.501652,7.676122,7.470253,7.331905,5.168074,6.031816,6.753544,6.615781,6.906922,6.341517,6.883801,7.401765,4.040807,6.754484,6.346982,6.615781
3.859090,5.875748,6.275261,6.465050,6.932360,6.710606,6.688887,6.199090,7.169918,6.994697,6.852021,4.937896,5.716701,6.493912,6.273160,6.515194,6.083726,6.488722,6.950368,3.842988,6.504806,6.131534,6.262877
3.682730,5.682690,6.079310,6.263111,6.721874,6.475389,6.451592,5.962775,6.901299,6.719186,6.584487,4.706316,5.522504,6.285679,6.102398,6.328221,5.781503,6.282105,6.757953,3.666918,6.292900,5.851099,6.092067
3.531250,5.483729,5.885878,6.076659,6.519652,6.248594,6.220948,5.730265,6.659147,6.477048,6.349905,4.510729,5.324435,6.029226,5.927623,6.111313,5.531647,6.065238,6.536855,3.516285,6.030440,5.510997,5.948181
3.325300,5.131570,5.497336,5.686384,6.058875,5.820139,5.793568,5.384711,6.132410,5.980600,5.851516,4.252527,4.970912,5.685869,5.557494,5.717854,5.239247,5.645795,6.069986,3.311173,5.695736,5.341831,5.569167
3.190868,4.948267,5.264025,5.411937,5.786484,5.561447,5.537691,5.131284,5.915750,5.769752,5.650723,4.081925,4.799394,5.558109,5.212478,5.449027,5.024841,5.411666,5.859021,3.177681,5.584664,5.130856,5.190605
